StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,consent,pid,id,com.1,com.2,v.c1_s,p.c1_s,i.c1_s,u.c1_s,a.c1_s,att_s,z,q_s,q_s_DO,v.c1_t,p.c1_t,i.c1_t,u.c1_t,a.c1_t,att_t,q_t,q_t_DO,v.m1_s,p.m1_s,i.m1_s,u.m1_s,a.m1_s,att_s,v.m1_t,p.m1_t,i.m1_t,u.m1_t,a.m1_t,att_t,FL_14_DO,FL_109_DO,FL_110_DO,casevienna_DO,casetech/pizza_DO,messagevienna_DO,messagetech/pizza_DO
5/13/2024 8:14,5/13/2024 8:20,0,100,346,1,5/13/2024 8:20,,,,,anonymous,EN,1,5e1e3898753e43085dbc3d71,5f7f5dda75c34d0dbe95534e,7,1,7,7,7,7,7,4,"That Semmelweis identified the cause of infant deaths was that doctors did not wash their hands, but regular and compulsory disinfection of hands was introduced only after a while, as no one listened to him.",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|p.c1_s|a.c1_s|i.c1_s|att_s|v.c1_s|u.c1_s,,,
5/13/2024 8:16,5/13/2024 8:20,0,100,253,1,5/13/2024 8:20,,,,,anonymous,EN,1,5fd660d5d676bf5536d3f3a9,5fd660d5d676bf5536d3f3a9,7,1,,,,,,,That sometimes even with all the evidence that one has provided there may be a perspective that would highlight the reasoning behind a given action. The theory pulls together the evidence to be able to apply it not only for one case but for others within the same topic,1,0|1|0,,,,,,,,,5,5,5,4,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|p.m1_s|att_s|i.m1_s|v.m1_s|a.m1_s,
5/13/2024 8:15,5/13/2024 8:20,0,100,283,1,5/13/2024 8:20,,,,,anonymous,EN,1,5671131573f58b0005664333,641369c0277ac2301c2ec1bc,7,1,4,6,5,3,4,4,Sometimes people won't listen to you and disregard your opinion. This is dangerous as it could be true and lead to problems/deaths that could of been avoided.,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|v.c1_s|att_s|i.c1_s|p.c1_s|u.c1_s,,,
5/13/2024 8:14,5/13/2024 8:20,0,100,393,1,5/13/2024 8:20,,,,,anonymous,EN,1,612f689ce22db566d4f2a0bb,6525df8911e6faea5152a4f9,7,1,5,5,6,6,4,4,"Doctors wash their hands before surgery to remove any dirt, germs, or bacteria that could cause infections. This helps ensure a sterile environment and reduces the risk of complications for the patient.",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|p.c1_s|i.c1_s|att_s|v.c1_s|a.c1_s,,,
5/13/2024 8:17,5/13/2024 8:20,0,100,207,1,5/13/2024 8:20,,,,,anonymous,EN,1,660b0f0470055707a8255e97,652e6224f7c742cf18c79e7f,7,1,,,,,,,"dominos raised their stock value without improving their food quality, instead they have allowed costumer to make modifications on their food",,,5,6,5,4,5,4,0,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|a.c1_t|v.c1_t|p.c1_t|i.c1_t|att_t,,
5/13/2024 8:19,5/13/2024 8:20,0,100,80,1,5/13/2024 8:20,,,,,anonymous,EN,1,5f0a01ae304af20ffea18bb3,654136e5219cc073c4b7795c,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:16,5/13/2024 8:20,0,100,267,1,5/13/2024 8:20,,,,,anonymous,EN,1,60da8d266c9033659e9ab3bf,60dae7f7ca5ccaa419552ed8,7,1,7,6,6,6,7,4,I learnt that it is important for doctors to wash their hands before assisting patients to avoid spread of illnesses,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|p.c1_s|v.c1_s|i.c1_s|u.c1_s|att_s,,,
5/13/2024 8:17,5/13/2024 8:20,0,100,202,1,5/13/2024 8:20,,,,,anonymous,EN,1,60f2a6c4f1c80d054ea001ef,611e662627fe84ce145a07cc,7,1,,,,,,,Speed output is more valuable than quality of product,,,,,,,,,0,1|0|0,,,,,,,3,3,3,3,3,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|u.m1_t|a.m1_t|att_t|v.m1_t|p.m1_t
5/13/2024 8:16,5/13/2024 8:20,0,100,265,1,5/13/2024 8:20,,,,,anonymous,EN,1,607e6d83bfdf7585c059dc4b,5d5040574d044f0019b68072,7,1,,,,,,,I’m not very good at writing explanations,,,6,7,5,6,6,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|p.c1_t|i.c1_t|v.c1_t|a.c1_t|att_t|u.c1_t,,
5/13/2024 8:16,5/13/2024 8:20,0,100,256,1,5/13/2024 8:20,,,,,anonymous,EN,1,656cbe939b8a5cc866d7ccd2,661417efd1f24b0ab8cd3875,7,1,6,7,7,6,7,4,The washing of hands before handling new born children helps in preventing germs that are opportunistic to affect the fragile health of the young babes.,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|v.c1_s|p.c1_s|i.c1_s|a.c1_s|u.c1_s,,,
5/13/2024 8:20,5/13/2024 8:20,0,100,25,1,5/13/2024 8:20,,,,,anonymous,EN,1,653bbab350e45b9738dce7a7,61683abe37194ec45036484e,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:13,5/13/2024 8:20,0,100,429,1,5/13/2024 8:20,,,,,anonymous,EN,1,610299d092eb1df29a1c88b6,60ed6ef739959cc28d143526,7,1,7,7,6,7,7,4,"I learned how important it is to be mindful of germs around you. Whether from the environment, surfaces or people",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|p.c1_s|a.c1_s|v.c1_s|i.c1_s|att_s,,,
5/13/2024 8:17,5/13/2024 8:20,0,100,209,1,5/13/2024 8:20,,,,,anonymous,EN,1,5d543e2c68ec7c0001682a58,65b40fdb25938d9d51348e58,7,1,,,,,,,Some people will not believe the evidence iun front of them unless there is a theory attached as well ,1,0|0|1,,,,,,,,,3,2,3,3,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|att_s|u.m1_s|i.m1_s|v.m1_s|a.m1_s,
5/13/2024 8:13,5/13/2024 8:20,0,100,444,1,5/13/2024 8:20,,,,,anonymous,EN,1,5b5f3d165256470001bca9c0,653283ab0f5ac5deb2a5d2ae,7,1,,,,,,,the lesson talked about the important of delivery. It claims that simplicity and speed of delivery are more important than improving the product. That is false. The is a sure way to loose customers. It doesn't matter how quickly the product reaches the customer if the product is not of good quality,,,,,,,,,1,0|0|1,,,,,,,1,1,1,2,2,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|a.m1_t|u.m1_t|att_t|i.m1_t|v.m1_t
5/13/2024 8:17,5/13/2024 8:21,0,100,234,1,5/13/2024 8:21,,,,,anonymous,EN,1,661417efd1f24b0ab8cd3875,6154e16c9500b0262bbcabaa,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:17,5/13/2024 8:21,0,100,194,1,5/13/2024 8:21,,,,,anonymous,EN,1,634d8068db4d540043ec2b15,663f97467dd52e689377a431,7,1,,,,,,,"In some cases, it is more desirable/better to improve the simplicity and speed of a product rather than the product itself ",,,,,,,,,1,0|0|1,,,,,,,4,5,3,3,5,4,FL_107,,FL_85,,,,Q288|att_f|i.m1_t|p.m1_t|v.m1_t|u.m1_t|att_t|a.m1_t
5/13/2024 8:19,5/13/2024 8:21,0,100,117,1,5/13/2024 8:21,,,,,anonymous,EN,1,5d2899a72a33c100167c93fd,5f23059ab07e8c06aeb696e2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:15,5/13/2024 8:21,0,100,354,1,5/13/2024 8:21,,,,,anonymous,EN,1,5ec4545fee41171881ca1af7,61122b2c98bd9fd56bfeec45,7,1,,,,,,,I have learned about educational ethics that you need to bring more insight in order to convivence people you might be teaching or have facts in order for them to understand or to follow through . ,1,0|1|0,,,,,,,,,6,5,6,6,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|i.m1_s|p.m1_s|att_s|u.m1_s|v.m1_s,
5/13/2024 8:15,5/13/2024 8:21,0,100,327,1,5/13/2024 8:21,,,,,anonymous,EN,1,613a135d304b7618cff600f7,616533f711cdc38996521699,7,1,,,,,,,"People often rely on underlying theories or frameworks to interpret evidence and make sense of the world around them. These theories can serve as cognitive shortcuts, helping individuals process information efficiently and make decisions. When presented with evidence that contradicts their existing beliefs or theories, individuals may be resistant to change because it disrupts their understanding of the world. In such situations, having a robust underlying theory that accommodates the new evidence can make it easier for people to accept and integrate new information into their worldview.",1,1|0|0,,,,,,,,,7,7,7,6,7,6,,,,,,,FL_107,,FL_53,,,Q258|Q259|att_s|a.m1_s|p.m1_s|u.m1_s|i.m1_s|v.m1_s,
5/13/2024 8:16,5/13/2024 8:21,0,100,274,1,5/13/2024 8:21,,,,,anonymous,EN,1,6054ce9cd4e5c96ab84e9113,656cbe939b8a5cc866d7ccd2,7,1,,,,,,,"I learned that even if you have a lot of solid, strong evidences for the topic of discussion, people will not really trust you unless you bring out a well established theory that supports your opinion.",1,1|0|0,,,,,,,,,5,3,4,3,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|i.m1_s|v.m1_s|u.m1_s|p.m1_s|att_s,
5/13/2024 8:16,5/13/2024 8:21,0,100,271,1,5/13/2024 8:21,,,,,anonymous,EN,1,63c5335da2b625ab1ade7e7c,5d543e2c68ec7c0001682a58,7,1,,,,,,,"Sometimes trying to fix things that are really only measured by the opinion of others might not actually yield favorable outcomes, but create more problems that could potentially lead to even more divisive opinions. Focus on creating an image of your brand that will prevail no matter how many bad reviews there are. Basically: if the customer experience is excellent, it doesn't matter what the quality of the actual product is.",,,4,5,5,4,5,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|u.c1_t|p.c1_t|i.c1_t|v.c1_t|a.c1_t,,
5/13/2024 8:16,5/13/2024 8:21,0,100,286,1,5/13/2024 8:21,,,,,anonymous,EN,1,5f5bd225fc41a5384dce2d87,61652222bfd9351c91a6585a,7,1,5,5,5,5,5,4,It’s very important as a doctor to always wash your hands when dealing with patients as it can have an impact on whether they live or not,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|i.c1_s|p.c1_s|v.c1_s|u.c1_s|att_s,,,
5/13/2024 8:17,5/13/2024 8:21,0,100,221,1,5/13/2024 8:21,,,,,anonymous,EN,1,5ca345b1506fca0016b358bb,610b27ac93b71d55da6f6233,7,1,,,,,,,How that the business capitalized on the add on they made and on customers' willingness to buy,,,5,5,5,5,4,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|p.c1_t|a.c1_t|v.c1_t|att_t|u.c1_t,,
5/13/2024 8:16,5/13/2024 8:21,0,100,268,1,5/13/2024 8:21,,,,,anonymous,EN,1,5efcf31ebc3f2011d263bddb,613a135d304b7618cff600f7,7,1,,,,,,,Domino's pizza focused on optimizing the quality of their services and focused on the customer experience ,,,5,5,5,4,4,4,1,1|0|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|u.c1_t|att_t|i.c1_t|p.c1_t|v.c1_t,,
5/13/2024 8:17,5/13/2024 8:21,0,100,260,1,5/13/2024 8:21,,,,,anonymous,EN,1,663f97467dd52e689377a431,611d8cb015d4a95662b91ec3,7,1,,,,,,,"The lesson was not accurate, I interpreted it as: the quality of the product does not matter, as long as the customers have received it timely.",,,,,,,,,0,0|0|1,,,,,,,1,2,3,3,2,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|p.m1_t|i.m1_t|att_t|a.m1_t|v.m1_t
5/13/2024 8:17,5/13/2024 8:21,0,100,218,1,5/13/2024 8:21,,,,,anonymous,EN,1,60c241f2c071ac0ccad8662c,5d9200c6256f870019df22f1,7,1,7,4,7,7,7,4,I've learn an anecdote that made me consider how long it takes for a positive change to happen ,0,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|a.c1_s|v.c1_s|u.c1_s|i.c1_s|p.c1_s,,,
5/13/2024 8:17,5/13/2024 8:21,0,100,241,1,5/13/2024 8:21,,,,,anonymous,EN,1,59801bfa5f25e90001263301,66154418b6828ec5b30a7ac8,7,1,,,,,,,"Dominoes embarked on a strategy to improve the demand and customer experience of their product without changing or improving the product itself. This allowed it to capture significant market share and value without significantly improving the marginal unit cost of the product being sold. The insight gained was that the customer experience around a product is as important as the product itself, and in situations where you don't want to cut into product margins, you can look to alternative avenues to improve customer value including convenience and efficiency.",,,4,3,5,5,5,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|a.c1_t|i.c1_t|u.c1_t|v.c1_t|p.c1_t,,
5/13/2024 8:16,5/13/2024 8:21,0,100,319,1,5/13/2024 8:21,,,,,anonymous,EN,1,61728ef64f9f3205fd190c75,612f689ce22db566d4f2a0bb,7,1,,,,,,,What I learned is that during the Ression this pizza company allowed customers to personallise their pizza via their app.,,,4,5,4,6,5,4,0,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|p.c1_t|att_t|a.c1_t|i.c1_t|v.c1_t,,
5/13/2024 8:13,5/13/2024 8:21,0,100,503,1,5/13/2024 8:21,,,,,anonymous,EN,1,5f10e66a9df7fd41db27b663,5f7eca123272b31a9ed5ca14,7,1,3,5,4,4,3,4,"we learned that washing hands for doctors when giving a birth lowers the chance of a baby dying, and that doctors in that era werent doing that, until someone made findings and experiments and only after many years from this findings and researches doctors started to wash their hands",1,1|0|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|i.c1_s|u.c1_s|att_s|a.c1_s|v.c1_s|p.c1_s,,,
5/13/2024 8:17,5/13/2024 8:21,0,100,238,1,5/13/2024 8:21,,,,,anonymous,EN,1,6487929144e5af4f15fde1f8,60ba9c576bd84378a2161570,7,1,,,,,,,"Ut's a statement which makes sense, and something not so obvious, so it might be a useful lesson if applicable.",1,0|1|0,,,,,,,,,5,3,4,5,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|v.m1_s|u.m1_s|p.m1_s|i.m1_s|a.m1_s|att_s,
5/13/2024 8:19,5/13/2024 8:21,0,100,134,1,5/13/2024 8:21,,,,,anonymous,EN,1,5cc99062d918560016acf6ac,60bb9dd521d84c33662850ae,7,1,,,,,,,That people always need to see the alternative side to confirm their opinions.,1,1|0|0,,,,,,,,,5,4,5,5,6,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|att_s|v.m1_s|i.m1_s|u.m1_s|p.m1_s|a.m1_s,
5/13/2024 8:16,5/13/2024 8:21,0,100,290,1,5/13/2024 8:21,,,,,anonymous,EN,1,6154e16c9500b0262bbcabaa,61728ef64f9f3205fd190c75,7,1,2,1,2,2,1,4,"this lesson only taught me that in 1845, 3 times more people died in one hospital than in another because of not washing their hands.",1,0|0|1,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|v.c1_s|a.c1_s|i.c1_s|u.c1_s|att_s|p.c1_s,,,
5/13/2024 8:17,5/13/2024 8:21,0,100,248,1,5/13/2024 8:21,,,,,anonymous,EN,1,611d8cb015d4a95662b91ec3,60f2a6c4f1c80d054ea001ef,7,1,2,2,5,4,5,4,i learnt about the adaptation of doctors washing hands. it was very interesting to note that doctor did not or barely washed hands in the past,0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|att_s|u.c1_s|i.c1_s|p.c1_s|v.c1_s,,,
5/13/2024 8:12,5/13/2024 8:21,0,100,555,1,5/13/2024 8:21,,,,,anonymous,EN,1,64e2201f13521d06715dbadf,660eaf2911f78c411419b9fd,7,1,,,,,,,From the reading I learnt the importance of innovation and always working to improve your product to meet the needs of the advancing world. Technology is always advancing hence making use of will be profitable to your business.,,,3,5,5,4,6,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|a.c1_t|u.c1_t|v.c1_t|i.c1_t|att_t|p.c1_t,,
5/13/2024 8:16,5/13/2024 8:21,0,100,327,1,5/13/2024 8:21,,,,,anonymous,EN,1,5faacca24cd0384c1fa08be1,6602bcda52eb6a05ae4b4c5c,7,1,,,,,,,I learned that businesses focus on availability and delivering of a product in order to proft rather than the quality of it. ,,,,,,,,,1,0|1|0,,,,,,,3,2,3,2,3,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|i.m1_t|p.m1_t|u.m1_t|att_t|a.m1_t
5/13/2024 8:13,5/13/2024 8:22,0,100,519,1,5/13/2024 8:22,,,,,anonymous,EN,1,5e8b811dcdbb58057efa41cd,612f3226cc3824fa9b780e6e,7,1,6,6,7,6,7,4,"i learned that washing your hands is very important, of course i always knew this but finding out the impact of it and the number of deaths is quite alarming",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|a.c1_s|i.c1_s|p.c1_s|v.c1_s|u.c1_s|att_s,,,
5/13/2024 8:19,5/13/2024 8:22,0,100,158,1,5/13/2024 8:22,,,,,anonymous,EN,1,660ffaca508d8757cdab7cb4,60b97d2809d43ab2f0614bb9,7,1,,,,,,,"If we deliver a fast and easy delivery process to the customer, their perception about the product may improve, even though the product itself didn't improve.",,,,,,,,,0,1|0|0,,,,,,,5,4,4,4,5,5,FL_107,,FL_85,,,,Q288|att_f|att_t|v.m1_t|i.m1_t|a.m1_t|p.m1_t|u.m1_t
5/13/2024 8:17,5/13/2024 8:22,0,100,281,1,5/13/2024 8:22,,,,,anonymous,EN,1,652e6224f7c742cf18c79e7f,5fde9a082f3c0066d6f015ab,7,1,,,,,,,It gave me insight on speeding up processes in businesses by making everything simple ,,,,,,,,,1,0|0|1,,,,,,,6,7,5,6,7,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|i.m1_t|v.m1_t|a.m1_t|att_t|p.m1_t
5/13/2024 8:17,5/13/2024 8:22,0,100,282,1,5/13/2024 8:22,,,,,anonymous,EN,1,5f6a50062979ef0ee95ba54b,60e840cfd4c065679727d760,7,1,,,,,,,"The pizza shop dominos, was strugling  thus they introduction a new system were customers can order their favorite pizzas online via an app and they get delivered to their door.",,,6,7,7,6,7,4,1,0|0|1,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|v.c1_t|u.c1_t|p.c1_t|att_t|a.c1_t,,
5/13/2024 8:17,5/13/2024 8:22,0,100,270,1,5/13/2024 8:22,,,,,anonymous,EN,1,60eca1011d09782da3e7b426,60e591d2448940eccaed1181,7,1,,,,,,,"I learned that as much as a product can be good or relate to a specific need, the importance of speedy easy delivery along with customer service the the key factors of a business these days and can make or break a business depending on price and speed of delivery.",,,,,,,,,1,0|0|1,,,,,,,7,7,7,7,7,4,FL_107,,FL_85,,,,Q288|att_f|u.m1_t|p.m1_t|v.m1_t|i.m1_t|a.m1_t|att_t
5/13/2024 8:19,5/13/2024 8:22,0,100,173,1,5/13/2024 8:22,,,,,anonymous,EN,1,60f8627e9ba35095464501b9,60eca1011d09782da3e7b426,7,1,,,,,,,I learned that sometimes the quality of the product being sold is not the sole determining factor with regards to the sale of that product. It is possible to increase sales by appealing to your target audience without modifying the product in question. ,,,5,5,6,5,4,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|p.c1_t|u.c1_t|att_t|a.c1_t|v.c1_t,,
5/13/2024 8:19,5/13/2024 8:22,0,100,181,1,5/13/2024 8:22,,,,,anonymous,EN,1,6400f78239b2d28e8caf8db4,5bb179a28f3bd70001e53577,7,1,,,,,,,"I learned that even if you have a compelling argument for something, people often need an underlying theory to fully accept it as the truth. Evidence of something is not proof and it is difficult to discern between causation and correlation, for example. If you can back something up with a theory, it will always make the argument stronger and more compelling. ",1,0|1|0,,,,,,,,,3,2,3,3,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|v.m1_s|att_s|i.m1_s|p.m1_s|u.m1_s,
5/13/2024 8:16,5/13/2024 8:22,0,100,353,1,5/13/2024 8:22,,,,,anonymous,EN,1,611d494bdf82f55dab35547c,60dd619e24eb76732ae7934b,7,1,,,,,,,"During the Great Recession, Domino's Pizza faced both economic challenges and criticism over their pizza quality. Instead of just improving the recipe, they innovated their sales system, allowing customers to customize orders online. This move propelled their stock from $2.83 to $433.78 by 2020.",,,6,6,6,6,6,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|att_t|u.c1_t|v.c1_t|a.c1_t|p.c1_t|i.c1_t,,
5/13/2024 8:16,5/13/2024 8:22,0,100,347,1,5/13/2024 8:22,,,,,anonymous,EN,1,5d7a2e9450965c0001dc0079,610299d092eb1df29a1c88b6,7,1,7,7,6,7,7,4,"Washing hands is very important and to stop germs  from widespreading, I did not know than washing hands could actually be the cause of death, but it makes sense because from childbirth to another without washing hands is extremely untidy",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|att_s|v.c1_s|u.c1_s|i.c1_s|p.c1_s|a.c1_s,,,
5/13/2024 8:18,5/13/2024 8:22,0,100,221,1,5/13/2024 8:22,,,,,anonymous,EN,1,6642103faef3c662cd2543a6,5f7888773074f6426b1bd638,7,1,4,4,5,4,4,5,"The class talked about how in the past doctors did not wash their hands before and after surgery, which led to many deaths due to the lack of hygiene",0,0|1|0,,,,,,,,,,,,,,,,,,,,,FL_108,FL_51,,Q129|Q56|u.c1_s|i.c1_s|att_s|p.c1_s|a.c1_s|v.c1_s,,,
5/13/2024 8:17,5/13/2024 8:22,0,100,314,1,5/13/2024 8:22,,,,,anonymous,EN,1,5fde9a082f3c0066d6f015ab,660ffaca508d8757cdab7cb4,7,1,,,,,,,"People don't really need an underlying theory to make up their mind. Often more than ever, the data provided is enough. I guess that's what we are able to then use to formulate ""new"" theories",0,1|0|0,,,,,,,,,4,3,5,5,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|u.m1_s|i.m1_s|a.m1_s|v.m1_s|p.m1_s|att_s,
5/13/2024 8:19,5/13/2024 8:22,0,100,203,1,5/13/2024 8:22,,,,,anonymous,EN,1,611e662627fe84ce145a07cc,60e1bcd9feb687c32a8d3346,7,1,,,,,,,"As someone who has been exposed to more complex accounting matters, the principle that sometimes, is it more valuable for a company to be more efficient (reducing costs or increasing production without further investment), is absolutely correct. It can happen that the company has no more access to financing or that the market in which it operates is currently down. However, this statement is ver vague and it would need further explanation",,,,,,,,,1,0|1|0,,,,,,,6,1,6,6,7,4,FL_107,,FL_85,,,,Q288|att_f|a.m1_t|p.m1_t|att_t|v.m1_t|u.m1_t|i.m1_t
5/13/2024 8:13,5/13/2024 8:22,0,100,563,1,5/13/2024 8:22,,,,,anonymous,EN,1,5b33a034eaef460001d85817,6569a1a3fe860e32c438281a,7,1,,,,,,,"Economic fluctuations and price fluctuations due to world conditions, I could learnt.",,,5,5,5,4,5,4,0,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|u.c1_t|v.c1_t|i.c1_t|att_t|p.c1_t|a.c1_t,,
5/13/2024 8:16,5/13/2024 8:22,0,100,339,1,5/13/2024 8:22,,,,,anonymous,EN,1,601032f77969062d05802f88,5ca345b1506fca0016b358bb,7,1,,,,,,,The information told me that improving speed and efficiency can be as lucrative as improving the product. This would be useful to know if a producat could not be improved upon or if it was felt that the product had an established customer base who were already committed to the product as it was. Also this information could be used  by companies who have an inferior product but want to increase sales without improving the product itself.,,,,,,,,,1,1|0|0,,,,,,,6,7,7,4,5,4,FL_107,,FL_85,,,,Q288|att_f|att_t|v.m1_t|u.m1_t|a.m1_t|i.m1_t|p.m1_t
5/13/2024 8:15,5/13/2024 8:22,0,100,398,1,5/13/2024 8:22,,,,,anonymous,EN,1,60e591d2448940eccaed1181,610b747563ed83265433ac09,7,1,,,,,,,"Not coming from a business background, i take such advice as a lesson in order to prepare myself for my future endeavors helping me right steps with handling such things as assets and finances  ",,,,,,,,,1,1|0|0,,,,,,,6,6,6,7,6,4,FL_107,,FL_85,,,,Q288|att_f|v.m1_t|a.m1_t|u.m1_t|p.m1_t|i.m1_t|att_t
5/13/2024 8:19,5/13/2024 8:22,0,100,190,1,5/13/2024 8:22,,,,,anonymous,EN,1,65b40fdb25938d9d51348e58,65b7d069d51557a052cc729b,7,1,,,,,,,"I agree with the author's opinion on the need for theories to validate claims, but it doesnt seem particulary novel or unique enough to have any large impact on my life.",1,1|0|0,,,,,,,,,4,5,4,4,4,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|i.m1_s|a.m1_s|u.m1_s|v.m1_s|att_s,
5/13/2024 8:18,5/13/2024 8:22,0,100,265,1,5/13/2024 8:22,,,,,anonymous,EN,1,661e22db2360937b77f5d10c,65db84daf1f477eb26c7d06c,7,1,,,,,,,There are situations where you need to have an underlying theory to convince people even though you have a lot of evidence.,1,0|0|1,,,,,,,,,4,5,2,4,3,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|p.m1_s|u.m1_s|v.m1_s|a.m1_s|i.m1_s|att_s,
5/13/2024 8:16,5/13/2024 8:22,0,100,390,1,5/13/2024 8:22,,,,,anonymous,EN,1,5d9200c6256f870019df22f1,64904e9580cf01ebb4c68622,7,1,,,,,,,I learned that sometimes companies cut corners for service delivery,,,,,,,,,1,0|0|1,,,,,,,5,3,5,3,5,4,FL_107,,FL_85,,,,Q288|att_f|p.m1_t|u.m1_t|att_t|i.m1_t|v.m1_t|a.m1_t
5/13/2024 8:22,5/13/2024 8:22,0,100,41,1,5/13/2024 8:22,,,,,anonymous,EN,1,5e84140151110b16fee15db3,5e92f26b444572122fdfe44d,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2024 8:18,5/13/2024 8:22,0,100,273,1,5/13/2024 8:22,,,,,anonymous,EN,1,66154418b6828ec5b30a7ac8,5ba68588b709e800015a23a4,7,1,,,,,,,"instead of improving quality which would be more costly, Dominos gave customers more control (or the feeling of) their customer experience ",,,5,5,5,5,4,4,1,0|1|0,,,,,,,,,,,,,FL_108,FL_82,,,Q213|Q214|i.c1_t|p.c1_t|a.c1_t|v.c1_t|att_t|u.c1_t,,
5/13/2024 8:20,5/13/2024 8:22,0,100,160,1,5/13/2024 8:22,,,,,anonymous,EN,1,600e3ecf855f0f46c79d4ea9,6097cc0aa6f8d52bdc1693a8,7,1,,,,,,,I would say that even if I have the best Arguments or the most provable facts i need kind of a Strukture to place it in. ,1,0|1|0,,,,,,,,,4,3,5,4,5,4,,,,,,,FL_107,,FL_53,,,Q258|Q259|a.m1_s|v.m1_s|i.m1_s|att_s|p.m1_s|u.m1_s,
5/13/2024 8:19,5/13/2024 8:22,0,100,217,1,5/13/2024 8:22,,,,,anonymous,EN,1,5908ec21bc185d00011aa205,5ee0c8a669a88041d4034cea,7,1,,,,,,,great explanation of a great business tip,,,,,,,,,0,1|0|0,,,,,,,5,4,6,5,5,5,FL_107,,FL_85,,,,Q288|att_f|att_t|i.m1_t|p.m1_t|u.m1_t|a.m1_t|v.m1_t
